"","scientificname","county","n","recent_collect_date","recent_id_date","mass","length"
"6681","Agrilus floridanus","st louis",0,NA,NA,NA,NA
"6682","Agrilus floridanus","stearns",0,NA,NA,NA,NA
"6683","Agrilus floridanus","steele",0,NA,NA,NA,NA
"6684","Agrilus floridanus","stevens",0,NA,NA,NA,NA
"6685","Agrilus floridanus","swift",0,NA,NA,NA,NA
"6686","Agrilus floridanus","todd",0,NA,NA,NA,NA
"6687","Agrilus floridanus","traverse",0,NA,NA,NA,NA
"6688","Agrilus floridanus","wabasha",0,NA,NA,NA,NA
"6689","Agrilus floridanus","wadena",0,NA,NA,NA,NA
"6690","Agrilus floridanus","waseca",0,NA,NA,NA,NA
"6691","Agrilus floridanus","washington",0,NA,NA,NA,NA
"6692","Agrilus floridanus","watonwan",0,NA,NA,NA,NA
"6693","Agrilus floridanus","wilkin",0,NA,NA,NA,NA
"6694","Agrilus floridanus","winona",0,NA,NA,NA,NA
"6695","Agrilus floridanus","wright",0,NA,NA,NA,NA
"6696","Agrilus floridanus","yellow medicine",0,NA,NA,NA,NA
"6697","Agrilus frosti","aitkin",0,NA,NA,NA,NA
"6698","Agrilus frosti","anoka",0,NA,NA,NA,NA
"6699","Agrilus frosti","anoka/isanti",0,NA,NA,NA,NA
"6700","Agrilus frosti","aonka/isanti",0,NA,NA,NA,NA
"6701","Agrilus frosti","becker",0,NA,NA,NA,NA
"6702","Agrilus frosti","beltrami",0,NA,NA,NA,NA
"6703","Agrilus frosti","benton",0,NA,NA,NA,NA
"6704","Agrilus frosti","big stone",0,NA,NA,NA,NA
"6705","Agrilus frosti","blue earth",0,NA,NA,NA,NA
"6706","Agrilus frosti","brown",0,NA,NA,NA,NA
"6707","Agrilus frosti","carlton",0,NA,NA,NA,NA
"6708","Agrilus frosti","carver",0,NA,NA,NA,NA
"6709","Agrilus frosti","cass",0,NA,NA,NA,NA
"6710","Agrilus frosti","chippewa",0,NA,NA,NA,NA
"6711","Agrilus frosti","chisago",0,NA,NA,NA,NA
"6712","Agrilus frosti","clay",0,NA,NA,NA,NA
"6713","Agrilus frosti","clearwater",0,NA,NA,NA,NA
"6714","Agrilus frosti","cook",0,NA,NA,NA,NA
"6715","Agrilus frosti","cottonwood",0,NA,NA,NA,NA
"6716","Agrilus frosti","crow wing",0,NA,NA,NA,NA
"6717","Agrilus frosti","dakota",0,NA,NA,NA,NA
"6718","Agrilus frosti","dodge",0,NA,NA,NA,NA
"6719","Agrilus frosti","douglas",0,NA,NA,NA,NA
"6720","Agrilus frosti","faribault",0,NA,NA,NA,NA
"6721","Agrilus frosti","fillmore",0,NA,NA,NA,NA
"6722","Agrilus frosti","freeborn",0,NA,NA,NA,NA
"6723","Agrilus frosti","goodhue",0,NA,NA,NA,NA
"6724","Agrilus frosti","grant",0,NA,NA,NA,NA
"6725","Agrilus frosti","hennepin",1,NA,NA,51.9980381662026,51.9980381662026
"6726","Agrilus frosti","houston",0,NA,NA,NA,NA
"6727","Agrilus frosti","hubbard",0,NA,NA,NA,NA
"6728","Agrilus frosti","isanti",0,NA,NA,NA,NA
"6729","Agrilus frosti","itasca",0,NA,NA,NA,NA
"6730","Agrilus frosti","itasca park",0,NA,NA,NA,NA
"6731","Agrilus frosti","jackson",0,NA,NA,NA,NA
"6732","Agrilus frosti","kanabec",0,NA,NA,NA,NA
"6733","Agrilus frosti","kandiyohi",0,NA,NA,NA,NA
"6734","Agrilus frosti","kittson",0,NA,NA,NA,NA
"6735","Agrilus frosti","koochiching",0,NA,NA,NA,NA
"6736","Agrilus frosti","lac qui parle",0,NA,NA,NA,NA
"6737","Agrilus frosti","lake",0,NA,NA,NA,NA
"6738","Agrilus frosti","lake of the woods",0,NA,NA,NA,NA
"6739","Agrilus frosti","le sueur",0,NA,NA,NA,NA
"6740","Agrilus frosti","lincoln",0,NA,NA,NA,NA
"6741","Agrilus frosti","lyon",0,NA,NA,NA,NA
"6742","Agrilus frosti","mahnomen",0,NA,NA,NA,NA
"6743","Agrilus frosti","marshall",0,NA,NA,NA,NA
"6744","Agrilus frosti","martin",0,NA,NA,NA,NA
"6745","Agrilus frosti","mcleod",0,NA,NA,NA,NA
"6746","Agrilus frosti","meeker",0,NA,NA,NA,NA
"6747","Agrilus frosti","mille lacs",0,NA,NA,NA,NA
"6748","Agrilus frosti","mille lacs lake",0,NA,NA,NA,NA
"6749","Agrilus frosti","morrison",0,NA,NA,NA,NA
"6750","Agrilus frosti","mower",0,NA,NA,NA,NA
"6751","Agrilus frosti","murray",0,NA,NA,NA,NA
"6752","Agrilus frosti","nicollet",0,NA,NA,NA,NA
"6753","Agrilus frosti","nobles",0,NA,NA,NA,NA
"6754","Agrilus frosti","norman",0,NA,NA,NA,NA
"6755","Agrilus frosti","olmsted",1,NA,1938,36.9651318015531,36.9651318015531
"6756","Agrilus frosti","otter tail",0,NA,NA,NA,NA
"6757","Agrilus frosti","pennington",0,NA,NA,NA,NA
"6758","Agrilus frosti","pine",0,NA,NA,NA,NA
"6759","Agrilus frosti","pipestone",0,NA,NA,NA,NA
"6760","Agrilus frosti","polk",0,NA,NA,NA,NA
"6761","Agrilus frosti","pope",0,NA,NA,NA,NA
"6762","Agrilus frosti","ramsey",0,NA,NA,NA,NA
"6763","Agrilus frosti","red lake",0,NA,NA,NA,NA
"6764","Agrilus frosti","redwood",0,NA,NA,NA,NA
"6765","Agrilus frosti","renville",0,NA,NA,NA,NA
"6766","Agrilus frosti","rice",0,NA,NA,NA,NA
"6767","Agrilus frosti","rock",0,NA,NA,NA,NA
"6768","Agrilus frosti","roseau",0,NA,NA,NA,NA
"6769","Agrilus frosti","saint anthony park",0,NA,NA,NA,NA
"6770","Agrilus frosti","santa rita",0,NA,NA,NA,NA
"6771","Agrilus frosti","scott",0,NA,NA,NA,NA
"6772","Agrilus frosti","sherburne",0,NA,NA,NA,NA
"6773","Agrilus frosti","sibley",0,NA,NA,NA,NA
"6774","Agrilus frosti","st louis",0,NA,NA,NA,NA
"6775","Agrilus frosti","stearns",0,NA,NA,NA,NA
"6776","Agrilus frosti","steele",0,NA,NA,NA,NA
"6777","Agrilus frosti","stevens",0,NA,NA,NA,NA
"6778","Agrilus frosti","swift",0,NA,NA,NA,NA
"6779","Agrilus frosti","todd",0,NA,NA,NA,NA
"6780","Agrilus frosti","traverse",0,NA,NA,NA,NA
"6781","Agrilus frosti","wabasha",0,NA,NA,NA,NA
"6782","Agrilus frosti","wadena",0,NA,NA,NA,NA
"6783","Agrilus frosti","waseca",0,NA,NA,NA,NA
"6784","Agrilus frosti","washington",0,NA,NA,NA,NA
"6785","Agrilus frosti","watonwan",0,NA,NA,NA,NA
"6786","Agrilus frosti","wilkin",0,NA,NA,NA,NA
"6787","Agrilus frosti","winona",0,NA,NA,NA,NA
"6788","Agrilus frosti","wright",0,NA,NA,NA,NA
"6789","Agrilus frosti","yellow medicine",0,NA,NA,NA,NA
"6790","Agrilus fuscipennis","aitkin",0,NA,NA,NA,NA
"6791","Agrilus fuscipennis","anoka",0,NA,NA,NA,NA
"6792","Agrilus fuscipennis","anoka/isanti",0,NA,NA,NA,NA
"6793","Agrilus fuscipennis","aonka/isanti",0,NA,NA,NA,NA
"6794","Agrilus fuscipennis","becker",0,NA,NA,NA,NA
"6795","Agrilus fuscipennis","beltrami",0,NA,NA,NA,NA
"6796","Agrilus fuscipennis","benton",0,NA,NA,NA,NA
"6797","Agrilus fuscipennis","big stone",0,NA,NA,NA,NA
"6798","Agrilus fuscipennis","blue earth",0,NA,NA,NA,NA
"6799","Agrilus fuscipennis","brown",0,NA,NA,NA,NA
"6800","Agrilus fuscipennis","carlton",0,NA,NA,NA,NA
"6801","Agrilus fuscipennis","carver",0,NA,NA,NA,NA
"6802","Agrilus fuscipennis","cass",0,NA,NA,NA,NA
"6803","Agrilus fuscipennis","chippewa",0,NA,NA,NA,NA
"6804","Agrilus fuscipennis","chisago",0,NA,NA,NA,NA
"6805","Agrilus fuscipennis","clay",0,NA,NA,NA,NA
"6806","Agrilus fuscipennis","clearwater",0,NA,NA,NA,NA
"6807","Agrilus fuscipennis","cook",0,NA,NA,NA,NA
"6808","Agrilus fuscipennis","cottonwood",0,NA,NA,NA,NA
"6809","Agrilus fuscipennis","crow wing",0,NA,NA,NA,NA
"6810","Agrilus fuscipennis","dakota",0,NA,NA,NA,NA
"6811","Agrilus fuscipennis","dodge",0,NA,NA,NA,NA
"6812","Agrilus fuscipennis","douglas",0,NA,NA,NA,NA
"6813","Agrilus fuscipennis","faribault",0,NA,NA,NA,NA
"6814","Agrilus fuscipennis","fillmore",0,NA,NA,NA,NA
"6815","Agrilus fuscipennis","freeborn",0,NA,NA,NA,NA
"6816","Agrilus fuscipennis","goodhue",0,NA,NA,NA,NA
"6817","Agrilus fuscipennis","grant",0,NA,NA,NA,NA
"6818","Agrilus fuscipennis","hennepin",0,NA,NA,NA,NA
"6819","Agrilus fuscipennis","houston",0,NA,NA,NA,NA
"6820","Agrilus fuscipennis","hubbard",0,NA,NA,NA,NA
"6821","Agrilus fuscipennis","isanti",0,NA,NA,NA,NA
"6822","Agrilus fuscipennis","itasca",0,NA,NA,NA,NA
"6823","Agrilus fuscipennis","itasca park",0,NA,NA,NA,NA
"6824","Agrilus fuscipennis","jackson",0,NA,NA,NA,NA
"6825","Agrilus fuscipennis","kanabec",0,NA,NA,NA,NA
"6826","Agrilus fuscipennis","kandiyohi",0,NA,NA,NA,NA
"6827","Agrilus fuscipennis","kittson",0,NA,NA,NA,NA
"6828","Agrilus fuscipennis","koochiching",0,NA,NA,NA,NA
"6829","Agrilus fuscipennis","lac qui parle",0,NA,NA,NA,NA
"6830","Agrilus fuscipennis","lake",0,NA,NA,NA,NA
"6831","Agrilus fuscipennis","lake of the woods",0,NA,NA,NA,NA
"6832","Agrilus fuscipennis","le sueur",0,NA,NA,NA,NA
"6833","Agrilus fuscipennis","lincoln",0,NA,NA,NA,NA
"6834","Agrilus fuscipennis","lyon",0,NA,NA,NA,NA
"6835","Agrilus fuscipennis","mahnomen",0,NA,NA,NA,NA
"6836","Agrilus fuscipennis","marshall",0,NA,NA,NA,NA
"6837","Agrilus fuscipennis","martin",0,NA,NA,NA,NA
"6838","Agrilus fuscipennis","mcleod",0,NA,NA,NA,NA
"6839","Agrilus fuscipennis","meeker",0,NA,NA,NA,NA
"6840","Agrilus fuscipennis","mille lacs",0,NA,NA,NA,NA
"6841","Agrilus fuscipennis","mille lacs lake",0,NA,NA,NA,NA
"6842","Agrilus fuscipennis","morrison",0,NA,NA,NA,NA
"6843","Agrilus fuscipennis","mower",0,NA,NA,NA,NA
"6844","Agrilus fuscipennis","murray",0,NA,NA,NA,NA
"6845","Agrilus fuscipennis","nicollet",0,NA,NA,NA,NA
"6846","Agrilus fuscipennis","nobles",0,NA,NA,NA,NA
"6847","Agrilus fuscipennis","norman",0,NA,NA,NA,NA
"6848","Agrilus fuscipennis","olmsted",0,NA,NA,NA,NA
"6849","Agrilus fuscipennis","otter tail",0,NA,NA,NA,NA
"6850","Agrilus fuscipennis","pennington",0,NA,NA,NA,NA
"6851","Agrilus fuscipennis","pine",0,NA,NA,NA,NA
"6852","Agrilus fuscipennis","pipestone",0,NA,NA,NA,NA
"6853","Agrilus fuscipennis","polk",0,NA,NA,NA,NA
"6854","Agrilus fuscipennis","pope",0,NA,NA,NA,NA
"6855","Agrilus fuscipennis","ramsey",0,NA,NA,NA,NA
"6856","Agrilus fuscipennis","red lake",0,NA,NA,NA,NA
"6857","Agrilus fuscipennis","redwood",0,NA,NA,NA,NA
"6858","Agrilus fuscipennis","renville",0,NA,NA,NA,NA
"6859","Agrilus fuscipennis","rice",0,NA,NA,NA,NA
"6860","Agrilus fuscipennis","rock",0,NA,NA,NA,NA
"6861","Agrilus fuscipennis","roseau",0,NA,NA,NA,NA
"6862","Agrilus fuscipennis","saint anthony park",0,NA,NA,NA,NA
"6863","Agrilus fuscipennis","santa rita",0,NA,NA,NA,NA
"6864","Agrilus fuscipennis","scott",0,NA,NA,NA,NA
"6865","Agrilus fuscipennis","sherburne",0,NA,NA,NA,NA
"6866","Agrilus fuscipennis","sibley",0,NA,NA,NA,NA
"6867","Agrilus fuscipennis","st louis",0,NA,NA,NA,NA
"6868","Agrilus fuscipennis","stearns",0,NA,NA,NA,NA
"6869","Agrilus fuscipennis","steele",0,NA,NA,NA,NA
"6870","Agrilus fuscipennis","stevens",0,NA,NA,NA,NA
"6871","Agrilus fuscipennis","swift",0,NA,NA,NA,NA
"6872","Agrilus fuscipennis","todd",0,NA,NA,NA,NA
"6873","Agrilus fuscipennis","traverse",0,NA,NA,NA,NA
"6874","Agrilus fuscipennis","wabasha",0,NA,NA,NA,NA
"6875","Agrilus fuscipennis","wadena",0,NA,NA,NA,NA
"6876","Agrilus fuscipennis","waseca",0,NA,NA,NA,NA
"6877","Agrilus fuscipennis","washington",0,NA,NA,NA,NA
"6878","Agrilus fuscipennis","watonwan",0,NA,NA,NA,NA
"6879","Agrilus fuscipennis","wilkin",0,NA,NA,NA,NA
"6880","Agrilus fuscipennis","winona",0,NA,NA,NA,NA
"6881","Agrilus fuscipennis","wright",0,NA,NA,NA,NA
"6882","Agrilus fuscipennis","yellow medicine",0,NA,NA,NA,NA
"6883","Agrilus geminata","aitkin",0,NA,NA,NA,NA
"6884","Agrilus geminata","anoka",0,NA,NA,NA,NA
"6885","Agrilus geminata","anoka/isanti",0,NA,NA,NA,NA
"6886","Agrilus geminata","aonka/isanti",0,NA,NA,NA,NA
"6887","Agrilus geminata","becker",0,NA,NA,NA,NA
"6888","Agrilus geminata","beltrami",0,NA,NA,NA,NA
"6889","Agrilus geminata","benton",0,NA,NA,NA,NA
"6890","Agrilus geminata","big stone",0,NA,NA,NA,NA
"6891","Agrilus geminata","blue earth",0,NA,NA,NA,NA
"6892","Agrilus geminata","brown",0,NA,NA,NA,NA
"6893","Agrilus geminata","carlton",0,NA,NA,NA,NA
"6894","Agrilus geminata","carver",0,NA,NA,NA,NA
"6895","Agrilus geminata","cass",0,NA,NA,NA,NA
"6896","Agrilus geminata","chippewa",0,NA,NA,NA,NA
"6897","Agrilus geminata","chisago",0,NA,NA,NA,NA
"6898","Agrilus geminata","clay",0,NA,NA,NA,NA
"6899","Agrilus geminata","clearwater",0,NA,NA,NA,NA
"6900","Agrilus geminata","cook",0,NA,NA,NA,NA
"6901","Agrilus geminata","cottonwood",0,NA,NA,NA,NA
"6902","Agrilus geminata","crow wing",0,NA,NA,NA,NA
"6903","Agrilus geminata","dakota",0,NA,NA,NA,NA
"6904","Agrilus geminata","dodge",0,NA,NA,NA,NA
"6905","Agrilus geminata","douglas",0,NA,NA,NA,NA
"6906","Agrilus geminata","faribault",0,NA,NA,NA,NA
"6907","Agrilus geminata","fillmore",0,NA,NA,NA,NA
"6908","Agrilus geminata","freeborn",0,NA,NA,NA,NA
"6909","Agrilus geminata","goodhue",0,NA,NA,NA,NA
"6910","Agrilus geminata","grant",0,NA,NA,NA,NA
"6911","Agrilus geminata","hennepin",0,NA,NA,NA,NA
"6912","Agrilus geminata","houston",2,1951,NA,39.1408086125739,39.1408086125739
"6913","Agrilus geminata","hubbard",0,NA,NA,NA,NA
"6914","Agrilus geminata","isanti",0,NA,NA,NA,NA
"6915","Agrilus geminata","itasca",0,NA,NA,NA,NA
"6916","Agrilus geminata","itasca park",0,NA,NA,NA,NA
"6917","Agrilus geminata","jackson",0,NA,NA,NA,NA
"6918","Agrilus geminata","kanabec",0,NA,NA,NA,NA
"6919","Agrilus geminata","kandiyohi",0,NA,NA,NA,NA
"6920","Agrilus geminata","kittson",0,NA,NA,NA,NA
"6921","Agrilus geminata","koochiching",0,NA,NA,NA,NA
"6922","Agrilus geminata","lac qui parle",0,NA,NA,NA,NA
"6923","Agrilus geminata","lake",0,NA,NA,NA,NA
"6924","Agrilus geminata","lake of the woods",0,NA,NA,NA,NA
"6925","Agrilus geminata","le sueur",0,NA,NA,NA,NA
"6926","Agrilus geminata","lincoln",0,NA,NA,NA,NA
"6927","Agrilus geminata","lyon",0,NA,NA,NA,NA
"6928","Agrilus geminata","mahnomen",0,NA,NA,NA,NA
"6929","Agrilus geminata","marshall",0,NA,NA,NA,NA
"6930","Agrilus geminata","martin",0,NA,NA,NA,NA
"6931","Agrilus geminata","mcleod",0,NA,NA,NA,NA
"6932","Agrilus geminata","meeker",0,NA,NA,NA,NA
"6933","Agrilus geminata","mille lacs",0,NA,NA,NA,NA
"6934","Agrilus geminata","mille lacs lake",0,NA,NA,NA,NA
"6935","Agrilus geminata","morrison",0,NA,NA,NA,NA
"6936","Agrilus geminata","mower",0,NA,NA,NA,NA
"6937","Agrilus geminata","murray",0,NA,NA,NA,NA
"6938","Agrilus geminata","nicollet",0,NA,NA,NA,NA
"6939","Agrilus geminata","nobles",0,NA,NA,NA,NA
"6940","Agrilus geminata","norman",0,NA,NA,NA,NA
"6941","Agrilus geminata","olmsted",0,NA,NA,NA,NA
"6942","Agrilus geminata","otter tail",0,NA,NA,NA,NA
"6943","Agrilus geminata","pennington",0,NA,NA,NA,NA
"6944","Agrilus geminata","pine",0,NA,NA,NA,NA
"6945","Agrilus geminata","pipestone",0,NA,NA,NA,NA
"6946","Agrilus geminata","polk",0,NA,NA,NA,NA
"6947","Agrilus geminata","pope",0,NA,NA,NA,NA
"6948","Agrilus geminata","ramsey",0,NA,NA,NA,NA
"6949","Agrilus geminata","red lake",0,NA,NA,NA,NA
"6950","Agrilus geminata","redwood",0,NA,NA,NA,NA
"6951","Agrilus geminata","renville",0,NA,NA,NA,NA
"6952","Agrilus geminata","rice",0,NA,NA,NA,NA
"6953","Agrilus geminata","rock",0,NA,NA,NA,NA
"6954","Agrilus geminata","roseau",0,NA,NA,NA,NA
"6955","Agrilus geminata","saint anthony park",0,NA,NA,NA,NA
"6956","Agrilus geminata","santa rita",0,NA,NA,NA,NA
"6957","Agrilus geminata","scott",0,NA,NA,NA,NA
"6958","Agrilus geminata","sherburne",0,NA,NA,NA,NA
"6959","Agrilus geminata","sibley",0,NA,NA,NA,NA
"6960","Agrilus geminata","st louis",0,NA,NA,NA,NA
"6961","Agrilus geminata","stearns",0,NA,NA,NA,NA
"6962","Agrilus geminata","steele",0,NA,NA,NA,NA
"6963","Agrilus geminata","stevens",0,NA,NA,NA,NA
"6964","Agrilus geminata","swift",0,NA,NA,NA,NA
"6965","Agrilus geminata","todd",0,NA,NA,NA,NA
"6966","Agrilus geminata","traverse",0,NA,NA,NA,NA
"6967","Agrilus geminata","wabasha",0,NA,NA,NA,NA
"6968","Agrilus geminata","wadena",0,NA,NA,NA,NA
"6969","Agrilus geminata","waseca",0,NA,NA,NA,NA
"6970","Agrilus geminata","washington",0,NA,NA,NA,NA
"6971","Agrilus geminata","watonwan",0,NA,NA,NA,NA
"6972","Agrilus geminata","wilkin",0,NA,NA,NA,NA
"6973","Agrilus geminata","winona",0,NA,NA,NA,NA
"6974","Agrilus geminata","wright",0,NA,NA,NA,NA
"6975","Agrilus geminata","yellow medicine",0,NA,NA,NA,NA
"6976","Agrilus grandis","aitkin",0,NA,NA,NA,NA
"6977","Agrilus grandis","anoka",0,NA,NA,NA,NA
"6978","Agrilus grandis","anoka/isanti",0,NA,NA,NA,NA
"6979","Agrilus grandis","aonka/isanti",0,NA,NA,NA,NA
"6980","Agrilus grandis","becker",0,NA,NA,NA,NA
"6981","Agrilus grandis","beltrami",0,NA,NA,NA,NA
"6982","Agrilus grandis","benton",0,NA,NA,NA,NA
"6983","Agrilus grandis","big stone",0,NA,NA,NA,NA
"6984","Agrilus grandis","blue earth",0,NA,NA,NA,NA
"6985","Agrilus grandis","brown",0,NA,NA,NA,NA
"6986","Agrilus grandis","carlton",0,NA,NA,NA,NA
"6987","Agrilus grandis","carver",0,NA,NA,NA,NA
"6988","Agrilus grandis","cass",0,NA,NA,NA,NA
"6989","Agrilus grandis","chippewa",0,NA,NA,NA,NA
"6990","Agrilus grandis","chisago",0,NA,NA,NA,NA
"6991","Agrilus grandis","clay",0,NA,NA,NA,NA
"6992","Agrilus grandis","clearwater",0,NA,NA,NA,NA
"6993","Agrilus grandis","cook",0,NA,NA,NA,NA
"6994","Agrilus grandis","cottonwood",0,NA,NA,NA,NA
"6995","Agrilus grandis","crow wing",0,NA,NA,NA,NA
"6996","Agrilus grandis","dakota",0,NA,NA,NA,NA
"6997","Agrilus grandis","dodge",0,NA,NA,NA,NA
"6998","Agrilus grandis","douglas",0,NA,NA,NA,NA
"6999","Agrilus grandis","faribault",0,NA,NA,NA,NA
"7000","Agrilus grandis","fillmore",0,NA,NA,NA,NA
"7001","Agrilus grandis","freeborn",0,NA,NA,NA,NA
"7002","Agrilus grandis","goodhue",0,NA,NA,NA,NA
"7003","Agrilus grandis","grant",0,NA,NA,NA,NA
"7004","Agrilus grandis","hennepin",0,NA,NA,NA,NA
"7005","Agrilus grandis","houston",0,NA,NA,NA,NA
"7006","Agrilus grandis","hubbard",0,NA,NA,NA,NA
"7007","Agrilus grandis","isanti",0,NA,NA,NA,NA
"7008","Agrilus grandis","itasca",0,NA,NA,NA,NA
"7009","Agrilus grandis","itasca park",0,NA,NA,NA,NA
"7010","Agrilus grandis","jackson",0,NA,NA,NA,NA
"7011","Agrilus grandis","kanabec",0,NA,NA,NA,NA
"7012","Agrilus grandis","kandiyohi",0,NA,NA,NA,NA
"7013","Agrilus grandis","kittson",0,NA,NA,NA,NA
"7014","Agrilus grandis","koochiching",0,NA,NA,NA,NA
"7015","Agrilus grandis","lac qui parle",0,NA,NA,NA,NA
"7016","Agrilus grandis","lake",0,NA,NA,NA,NA
"7017","Agrilus grandis","lake of the woods",0,NA,NA,NA,NA
"7018","Agrilus grandis","le sueur",0,NA,NA,NA,NA
"7019","Agrilus grandis","lincoln",0,NA,NA,NA,NA
"7020","Agrilus grandis","lyon",0,NA,NA,NA,NA
"7021","Agrilus grandis","mahnomen",0,NA,NA,NA,NA
"7022","Agrilus grandis","marshall",0,NA,NA,NA,NA
"7023","Agrilus grandis","martin",0,NA,NA,NA,NA
"7024","Agrilus grandis","mcleod",0,NA,NA,NA,NA
"7025","Agrilus grandis","meeker",0,NA,NA,NA,NA
"7026","Agrilus grandis","mille lacs",0,NA,NA,NA,NA
"7027","Agrilus grandis","mille lacs lake",0,NA,NA,NA,NA
"7028","Agrilus grandis","morrison",0,NA,NA,NA,NA
"7029","Agrilus grandis","mower",0,NA,NA,NA,NA
"7030","Agrilus grandis","murray",0,NA,NA,NA,NA
"7031","Agrilus grandis","nicollet",0,NA,NA,NA,NA
"7032","Agrilus grandis","nobles",0,NA,NA,NA,NA
"7033","Agrilus grandis","norman",0,NA,NA,NA,NA
"7034","Agrilus grandis","olmsted",0,NA,NA,NA,NA
"7035","Agrilus grandis","otter tail",0,NA,NA,NA,NA
"7036","Agrilus grandis","pennington",0,NA,NA,NA,NA
"7037","Agrilus grandis","pine",0,NA,NA,NA,NA
"7038","Agrilus grandis","pipestone",0,NA,NA,NA,NA
"7039","Agrilus grandis","polk",0,NA,NA,NA,NA
"7040","Agrilus grandis","pope",0,NA,NA,NA,NA
"7041","Agrilus grandis","ramsey",0,NA,NA,NA,NA
"7042","Agrilus grandis","red lake",0,NA,NA,NA,NA
"7043","Agrilus grandis","redwood",0,NA,NA,NA,NA
"7044","Agrilus grandis","renville",0,NA,NA,NA,NA
"7045","Agrilus grandis","rice",0,NA,NA,NA,NA
"7046","Agrilus grandis","rock",0,NA,NA,NA,NA
"7047","Agrilus grandis","roseau",0,NA,NA,NA,NA
"7048","Agrilus grandis","saint anthony park",0,NA,NA,NA,NA
"7049","Agrilus grandis","santa rita",0,NA,NA,NA,NA
"7050","Agrilus grandis","scott",0,NA,NA,NA,NA
"7051","Agrilus grandis","sherburne",0,NA,NA,NA,NA
"7052","Agrilus grandis","sibley",0,NA,NA,NA,NA
"7053","Agrilus grandis","st louis",0,NA,NA,NA,NA
"7054","Agrilus grandis","stearns",0,NA,NA,NA,NA
"7055","Agrilus grandis","steele",0,NA,NA,NA,NA
"7056","Agrilus grandis","stevens",0,NA,NA,NA,NA
"7057","Agrilus grandis","swift",0,NA,NA,NA,NA
"7058","Agrilus grandis","todd",0,NA,NA,NA,NA
"7059","Agrilus grandis","traverse",0,NA,NA,NA,NA
"7060","Agrilus grandis","wabasha",0,NA,NA,NA,NA
"7061","Agrilus grandis","wadena",0,NA,NA,NA,NA
"7062","Agrilus grandis","waseca",0,NA,NA,NA,NA
"7063","Agrilus grandis","washington",0,NA,NA,NA,NA
"7064","Agrilus grandis","watonwan",0,NA,NA,NA,NA
"7065","Agrilus grandis","wilkin",0,NA,NA,NA,NA
"7066","Agrilus grandis","winona",0,NA,NA,NA,NA
"7067","Agrilus grandis","wright",0,NA,NA,NA,NA
"7068","Agrilus grandis","yellow medicine",0,NA,NA,NA,NA
"7069","Agrilus granulatus","aitkin",0,NA,NA,NA,NA
"7070","Agrilus granulatus","anoka",2,1923,1923,39.5906090107746,39.5906090107746
"7071","Agrilus granulatus","anoka/isanti",0,NA,NA,NA,NA
"7072","Agrilus granulatus","aonka/isanti",0,NA,NA,NA,NA
"7073","Agrilus granulatus","becker",0,NA,NA,NA,NA
"7074","Agrilus granulatus","beltrami",0,NA,NA,NA,NA
"7075","Agrilus granulatus","benton",0,NA,NA,NA,NA
"7076","Agrilus granulatus","big stone",0,NA,NA,NA,NA
"7077","Agrilus granulatus","blue earth",0,NA,NA,NA,NA
"7078","Agrilus granulatus","brown",0,NA,NA,NA,NA
"7079","Agrilus granulatus","carlton",0,NA,NA,NA,NA
"7080","Agrilus granulatus","carver",0,NA,NA,NA,NA
"7081","Agrilus granulatus","cass",0,NA,NA,NA,NA
"7082","Agrilus granulatus","chippewa",0,NA,NA,NA,NA
"7083","Agrilus granulatus","chisago",21,2017,2017,44.1190280788578,44.1190280788578
"7084","Agrilus granulatus","clay",0,NA,NA,NA,NA
"7085","Agrilus granulatus","clearwater",0,NA,NA,NA,NA
"7086","Agrilus granulatus","cook",0,NA,NA,NA,NA
"7087","Agrilus granulatus","cottonwood",0,NA,NA,NA,NA
"7088","Agrilus granulatus","crow wing",0,NA,NA,NA,NA
"7089","Agrilus granulatus","dakota",0,NA,NA,NA,NA
"7090","Agrilus granulatus","dodge",0,NA,NA,NA,NA
"7091","Agrilus granulatus","douglas",0,NA,NA,NA,NA
"7092","Agrilus granulatus","faribault",0,NA,NA,NA,NA
"7093","Agrilus granulatus","fillmore",0,NA,NA,NA,NA
"7094","Agrilus granulatus","freeborn",0,NA,NA,NA,NA
"7095","Agrilus granulatus","goodhue",0,NA,NA,NA,NA
"7096","Agrilus granulatus","grant",0,NA,NA,NA,NA
"7097","Agrilus granulatus","hennepin",13,2017,2017,53.2332141022198,53.2332141022198
"7098","Agrilus granulatus","houston",0,NA,NA,NA,NA
"7099","Agrilus granulatus","hubbard",0,NA,NA,NA,NA
"7100","Agrilus granulatus","isanti",0,NA,NA,NA,NA
"7101","Agrilus granulatus","itasca",0,NA,NA,NA,NA
"7102","Agrilus granulatus","itasca park",0,NA,NA,NA,NA
"7103","Agrilus granulatus","jackson",0,NA,NA,NA,NA
"7104","Agrilus granulatus","kanabec",0,NA,NA,NA,NA
"7105","Agrilus granulatus","kandiyohi",0,NA,NA,NA,NA
"7106","Agrilus granulatus","kittson",0,NA,NA,NA,NA
"7107","Agrilus granulatus","koochiching",0,NA,NA,NA,NA
"7108","Agrilus granulatus","lac qui parle",0,NA,NA,NA,NA
"7109","Agrilus granulatus","lake",0,NA,NA,NA,NA
"7110","Agrilus granulatus","lake of the woods",0,NA,NA,NA,NA
"7111","Agrilus granulatus","le sueur",0,NA,NA,NA,NA
"7112","Agrilus granulatus","lincoln",0,NA,NA,NA,NA
